2017-11-07 11:47:39 [main] INFO  com.miya.common.utils.FastDFSClient - 上传文件URL：group1/M00/00/00/CmrMDFoAbxuAC1zGAAAAKBszWac429.jpg
2017-11-07 15:22:45 [main] INFO  org.springframework.cloud.context.scope.GenericScope - BeanFactory id=097f07ca-8e8a-3688-86de-f19d013d3530
2017-11-07 15:22:45 [main] INFO  org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2017-11-07 15:22:45 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.sleuth.instrument.async.AsyncDefaultAutoConfiguration$DefaultAsyncConfigurerSupport' of type [org.springframework.cloud.sleuth.instrument.async.AsyncDefaultAutoConfiguration$DefaultAsyncConfigurerSupport$$EnhancerBySpringCGLIB$$6700e8f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-07 15:22:45 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.sleuth.annotation.SleuthAnnotationAutoConfiguration' of type [org.springframework.cloud.sleuth.annotation.SleuthAnnotationAutoConfiguration$$EnhancerBySpringCGLIB$$cb93b6fe] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-07 15:22:45 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'sleuthAdvisorConfig' of type [org.springframework.cloud.sleuth.annotation.SleuthAdvisorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-07 15:22:45 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$c92e70cc] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-07 15:22:45 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration' of type [org.springframework.cloud.netflix.metrics.MetricsInterceptorConfiguration$MetricsRestTemplateConfiguration$$EnhancerBySpringCGLIB$$fb5b170d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-07 15:22:45 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$e54873c9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-07 15:22:45 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.sleuth.instrument.web.client.feign.TraceFeignClientAutoConfiguration$FeignBeanPostProcessorConfiguration' of type [org.springframework.cloud.sleuth.instrument.web.client.feign.TraceFeignClientAutoConfiguration$FeignBeanPostProcessorConfiguration$$EnhancerBySpringCGLIB$$8c04992] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-07 15:22:45 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.sleuth.instrument.async.AsyncDefaultAutoConfiguration' of type [org.springframework.cloud.sleuth.instrument.async.AsyncDefaultAutoConfiguration$$EnhancerBySpringCGLIB$$b1121ceb] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-07 15:22:45 [main] INFO  org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.sleuth.instrument.web.client.TraceWebClientAutoConfiguration$TraceOAuthConfiguration' of type [org.springframework.cloud.sleuth.instrument.web.client.TraceWebClientAutoConfiguration$TraceOAuthConfiguration$$EnhancerBySpringCGLIB$$e2b032b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-11-07 15:22:46 [main] INFO  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 8001 (http)
2017-11-07 15:22:46 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2017-11-07 15:22:46 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.20
2017-11-07 15:22:46 [localhost-startStop-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2017-11-07 15:22:46 [localhost-startStop-1] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2293 ms
2017-11-07 15:22:47 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'metricsFilter' to: [/*]
2017-11-07 15:22:47 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2017-11-07 15:22:47 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'traceFilter' to: [/*]
2017-11-07 15:22:47 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2017-11-07 15:22:47 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2017-11-07 15:22:47 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2017-11-07 15:22:47 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'webRequestLoggingFilter' to: [/*]
2017-11-07 15:22:47 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'applicationContextIdFilter' to: [/*]
2017-11-07 15:22:47 [localhost-startStop-1] INFO  org.springframework.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.meta.BaseMeta - 初始化项目实体元数据 start...
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.meta.BaseMeta - 初始化项目[11]个实体元数据 end...
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 生成实体[com.miya.domain.TbContentCategory]对应的mapper文件资源!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 匹配模板生成mapper文件的文本!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 生成实体[com.miya.domain.TbItemParamItem]对应的mapper文件资源!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 匹配模板生成mapper文件的文本!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 生成实体[com.miya.domain.TbItemParam]对应的mapper文件资源!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 匹配模板生成mapper文件的文本!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 生成实体[com.miya.domain.TbOrderItem]对应的mapper文件资源!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 匹配模板生成mapper文件的文本!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 生成实体[com.miya.domain.TbItem]对应的mapper文件资源!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 匹配模板生成mapper文件的文本!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 生成实体[com.miya.domain.TbContent]对应的mapper文件资源!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 匹配模板生成mapper文件的文本!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 生成实体[com.miya.domain.TbOrder]对应的mapper文件资源!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 匹配模板生成mapper文件的文本!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 生成实体[com.miya.domain.TbItemDesc]对应的mapper文件资源!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 匹配模板生成mapper文件的文本!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 生成实体[com.miya.domain.TbItemCat]对应的mapper文件资源!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 匹配模板生成mapper文件的文本!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 生成实体[com.miya.domain.TbOrderShipping]对应的mapper文件资源!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 匹配模板生成mapper文件的文本!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 生成实体[com.miya.domain.TbUser]对应的mapper文件资源!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.MapperCRUDFactory - 匹配模板生成mapper文件的文本!
2017-11-07 15:22:47 [main] INFO  com.springboot.ping.mybatis.core.PingSqlSessionFactoryBean - 依据模板生成的mapper资源文件个数[11]
2017-11-07 15:22:48 [main] INFO  org.springframework.aop.framework.CglibAopProxy - Final method [public final void com.springboot.ping.mybatis.extend.service.BaseQueryService.setBaseDao(com.springboot.ping.mybatis.extend.dao.BaseQueryDao)] cannot get proxied via CGLIB: Calls to this method will NOT be routed to the target instance and might lead to NPEs against uninitialized fields in the proxy instance.
2017-11-07 15:22:48 [main] INFO  org.springframework.aop.framework.CglibAopProxy - Final method [public final void com.springboot.ping.mybatis.extend.service.BaseQueryService.setBaseDao(com.springboot.ping.mybatis.extend.dao.BaseQueryDao)] cannot get proxied via CGLIB: Calls to this method will NOT be routed to the target instance and might lead to NPEs against uninitialized fields in the proxy instance.
2017-11-07 15:22:48 [main] INFO  org.springframework.aop.framework.CglibAopProxy - Final method [public final void com.springboot.ping.mybatis.extend.service.BaseQueryService.setBaseDao(com.springboot.ping.mybatis.extend.dao.BaseQueryDao)] cannot get proxied via CGLIB: Calls to this method will NOT be routed to the target instance and might lead to NPEs against uninitialized fields in the proxy instance.
2017-11-07 15:22:48 [main] INFO  org.springframework.aop.framework.CglibAopProxy - Final method [public final void com.springboot.ping.mybatis.extend.service.BaseQueryService.setBaseDao(com.springboot.ping.mybatis.extend.dao.BaseQueryDao)] cannot get proxied via CGLIB: Calls to this method will NOT be routed to the target instance and might lead to NPEs against uninitialized fields in the proxy instance.
2017-11-07 15:22:48 [main] INFO  org.springframework.aop.framework.CglibAopProxy - Final method [public final void com.springboot.ping.mybatis.extend.service.BaseQueryService.setBaseDao(com.springboot.ping.mybatis.extend.dao.BaseQueryDao)] cannot get proxied via CGLIB: Calls to this method will NOT be routed to the target instance and might lead to NPEs against uninitialized fields in the proxy instance.
2017-11-07 15:22:48 [main] INFO  org.springframework.aop.framework.CglibAopProxy - Final method [public final void com.springboot.ping.mybatis.extend.service.BaseQueryService.setBaseDao(com.springboot.ping.mybatis.extend.dao.BaseQueryDao)] cannot get proxied via CGLIB: Calls to this method will NOT be routed to the target instance and might lead to NPEs against uninitialized fields in the proxy instance.
2017-11-07 15:22:48 [main] INFO  org.springframework.aop.framework.CglibAopProxy - Final method [public final void com.springboot.ping.mybatis.extend.service.BaseQueryService.setBaseDao(com.springboot.ping.mybatis.extend.dao.BaseQueryDao)] cannot get proxied via CGLIB: Calls to this method will NOT be routed to the target instance and might lead to NPEs against uninitialized fields in the proxy instance.
2017-11-07 15:22:48 [main] INFO  org.springframework.aop.framework.CglibAopProxy - Final method [public final void org.springframework.scheduling.concurrent.ConcurrentTaskScheduler.setScheduledExecutor(java.util.concurrent.ScheduledExecutorService)] cannot get proxied via CGLIB: Calls to this method will NOT be routed to the target instance and might lead to NPEs against uninitialized fields in the proxy instance.
2017-11-07 15:22:48 [main] INFO  org.springframework.aop.framework.CglibAopProxy - Final method [public final void org.springframework.scheduling.concurrent.ConcurrentTaskExecutor.setTaskDecorator(org.springframework.core.task.TaskDecorator)] cannot get proxied via CGLIB: Calls to this method will NOT be routed to the target instance and might lead to NPEs against uninitialized fields in the proxy instance.
2017-11-07 15:22:48 [main] INFO  org.springframework.aop.framework.CglibAopProxy - Final method [public final void org.springframework.scheduling.concurrent.ConcurrentTaskExecutor.setConcurrentExecutor(java.util.concurrent.Executor)] cannot get proxied via CGLIB: Calls to this method will NOT be routed to the target instance and might lead to NPEs against uninitialized fields in the proxy instance.
2017-11-07 15:22:48 [main] INFO  org.springframework.aop.framework.CglibAopProxy - Final method [public final java.util.concurrent.Executor org.springframework.scheduling.concurrent.ConcurrentTaskExecutor.getConcurrentExecutor()] cannot get proxied via CGLIB: Calls to this method will NOT be routed to the target instance and might lead to NPEs against uninitialized fields in the proxy instance.
2017-11-07 15:22:48 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 
2017-11-07 15:22:48 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService  'myAsync'
2017-11-07 15:22:49 [main] WARN  org.springframework.cloud.netflix.archaius.ArchaiusAutoConfiguration - No spring.application.name found, defaulting to 'application'
2017-11-07 15:22:49 [main] WARN  com.netflix.config.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2017-11-07 15:22:49 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2017-11-07 15:22:49 [main] WARN  com.netflix.config.sources.URLConfigurationSource - No URLs will be polled as dynamic configuration sources.
2017-11-07 15:22:49 [main] INFO  com.netflix.config.sources.URLConfigurationSource - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2017-11-07 15:22:49 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@2c7d121c: startup date [Tue Nov 07 15:22:44 CST 2017]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@4dbb42b7
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/admin/singout],methods=[POST || GET]}" onto public com.miya.dto.ResponseModal com.miya.controller.AdminController.singout()
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/admin/login],methods=[POST || GET]}" onto public com.miya.dto.ResponseModal com.miya.controller.AdminController.login(com.miya.dto.ReqUser)
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/admin/all],methods=[POST || GET]}" onto public java.util.Map com.miya.controller.AdminController.getAdminList(com.miya.dto.ReqUser)
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/admin/count],methods=[POST || GET]}" onto public java.util.Map com.miya.controller.AdminController.getAdminsCount(com.miya.dto.ReqUser)
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/admin/info],methods=[POST || GET]}" onto public java.util.Map com.miya.controller.AdminController.info(com.miya.dto.ReqUser)
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/pic/upload]}" onto public com.miya.dto.ResponseModal com.miya.controller.PictureController.picUpload(org.springframework.web.multipart.MultipartFile)
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/users/count],methods=[POST || GET]}" onto public com.miya.dto.ResponseModal com.miya.controller.UserController.getUsersCount()
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/v1/users/list],methods=[POST || GET]}" onto public com.miya.dto.ResponseModal com.miya.controller.UserController.getUsersList(int,int)
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/item],methods=[POST || GET]}" onto public com.miya.domain.TbItem com.miya.test.MiyaTests.testItem()
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/page],methods=[POST || GET]}" onto public com.springboot.ping.mybatis.vo.Page com.miya.test.MiyaTests.testPage()
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-11-07 15:22:50 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/features || /features.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/info || /info.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/env],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.value(java.util.Map<java.lang.String, java.lang.String>)
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/env/reset],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.reset()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/resume || /resume.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/auditevents || /auditevents.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.boot.actuate.endpoint.mvc.AuditEventsMvcEndpoint.findByPrincipalAndAfterAndType(java.lang.String,java.util.Date,java.lang.String)
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/pause || /pause.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/autoconfig || /autoconfig.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/trace || /trace.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/heapdump || /heapdump.json],methods=[GET],produces=[application/octet-stream]}" onto public void org.springframework.boot.actuate.endpoint.mvc.HeapdumpMvcEndpoint.invoke(boolean,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.io.IOException,javax.servlet.ServletException
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/restart || /restart.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.restart.RestartMvcEndpoint.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/dump || /dump.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/configprops || /configprops.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/refresh || /refresh.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.get(java.lang.String)
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/loggers/{name:.*}],methods=[POST],consumes=[application/vnd.spring-boot.actuator.v1+json || application/json],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.LoggersMvcEndpoint.set(java.lang.String,java.util.Map<java.lang.String, java.lang.String>)
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/loggers || /loggers.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/beans || /beans.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/archaius || /archaius.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/env/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EnvironmentMvcEndpoint.value(java.lang.String)
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/env || /env.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/metrics/{name:.*}],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.MetricsMvcEndpoint.value(java.lang.String)
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/metrics || /metrics.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/mappings || /mappings.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2017-11-07 15:22:51 [main] INFO  org.springframework.boot.actuate.endpoint.mvc.EndpointHandlerMapping - Mapped "{[/health || /health.json],methods=[GET],produces=[application/vnd.spring-boot.actuator.v1+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.HealthMvcEndpoint.invoke(javax.servlet.http.HttpServletRequest,java.security.Principal)
2017-11-07 15:22:52 [main] INFO  org.springframework.ui.freemarker.SpringTemplateLoader - SpringTemplateLoader for FreeMarker: using resource loader [org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@2c7d121c: startup date [Tue Nov 07 15:22:44 CST 2017]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@4dbb42b7] and template loader path [classpath:/templates/]
2017-11-07 15:22:52 [main] INFO  org.springframework.web.servlet.view.freemarker.FreeMarkerConfigurer - ClassTemplateLoader for Spring macros added to FreeMarker configuration
2017-11-07 15:22:53 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler - Initializing ExecutorService 
2017-11-07 15:22:53 [main] INFO  org.springframework.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2017-11-07 15:22:53 [main] INFO  org.springframework.jmx.export.annotation.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
2017-11-07 15:22:53 [main] INFO  org.springframework.jmx.export.annotation.AnnotationMBeanExporter - Bean with name 'environmentManager' has been autodetected for JMX exposure
